repo,hash
paulc4/microservices-demo,28c97bee927c7b3eec1a74a0ce4c1ecdd3318edd
yangchong211/YCAppTool,83c22ffbd61186aa86d29a325755e5f796d1e117
ProgrammerAnthony/Pantheon,03af19cad2c485827b678ff114564387d303bb61
ethanhua/Skeleton,6dc07d6a9fb9dfeef7ae6fcbc6e6699265f90f7c
fqrouter/fqrouter,2468f62cf9ec05a2271fa32a2593963952cc1682
spring-projects/spring-restdocs,f7605a479c08d1d3f2439133c4c70f0e3ba77a0e
didi/tinyid,49976d37222ab1089a8c413b4520cc55d105d428
Tencent/spring-cloud-tencent,abad0c32ced3dcd68f86af0d434dae72deb38da4
flavienlaurent/datetimepicker,0f5d3999955e2171021e8bcdc1c07059c0486fe7
Jzvd/JZVideo,0f2ce88cf687a2db0224d21128484373dd0967df
googleapis/google-api-java-client,a9fe6701eee0e34e1d9dfdd3680686174e17d1f9
lukas-krecan/ShedLock,b3bd189e3287f5b9f8110ff9a19363f07f50cf65
Naoki2015/CircleDemo,edc02ca07de5544084d82711b975b45a7bf1df4e
dromara/myth,02b1b86abba1fed4a0a536a8a955d6e1be02b74c
FongMi/TV,96c10455edb085f0a5ff92ee9c246c3f5e22f4f8
xmuSistone/CardSlidePanel,70dab2540745c39bfef805c4621b52ebfb85fc97
mkyong/spring-boot,93344a21916bc45664855b5643378ab91a8a6173
wildabeast/BarcodeScanner,5d0e5956c513cd8efe5e1bcba6cd04dd3f04a9cd
ddd-by-examples/library,98d7004b5aef366ba5d661ae0cb544af1cfd33f1
pf4j/pf4j,4715257de1e0d49fca734698ca417c5e841248c5
huazhiyuan2008/RecyclerViewCardGallery,5dc543db7651e61b48095ca40cf8da3ba09bd12f
open-telemetry/opentelemetry-java-instrumentation,e349846a32cef1dca5bd54ab75a7b83fe17fa3ea
RyanFehr/HackerRank,bdec63d3accaed7dbb16f62d389b79fad6e04fa9
ehcache/ehcache3,0209e83d1f27468d54a99a3a2ddc8a71399a5915
eacdy/spring-cloud-study,34b7b1ac41a5aa93320204f1581e3c021160b61b
in28minutes/SpringMvcStepByStep,ea85bf29e6ce4bdbc62eab06b97ceb66e6f5028f
eclipse/eclipse-collections,01485702906d86ba5b99b1d05fec8d841cbd3b07
bm-x/PhotoView,5e20691bb7c37e4ca3f678574a16a53e5006aaa6
JosephZhu1983/java-common-mistakes,89ba48916cfe89092dbef0e88144e25f3410d661
spring-projects/spring-loaded,d1c4385aba630d73630219b08af276db15f156c7
jdsjlzx/LRecyclerView,e4aa22548b3c59d1270d194b52a615c1e38ee45f
zq2599/blog_demos,3ddfe01352c789789e6ebf0958798b9b3d3c4145
callicoder/spring-boot-react-oauth2-social-login-demo,1b77669e0ca326b1c556a83dc0c3bae233653788
xerial/sqlite-jdbc,89dbda1bb21bc7df004419edb32e26f17bbb0e19
apache/geode,d1958146c12affb1fe3eabc5823bb4eeb6c0badc
LibrePDF/OpenPDF,73321c7097cecfdbbd3266a59daadf1df58cdd37
sharpie7/circuitjs1,dd47cf43a1baa91e2d6ae0f5884ccf0f589989bf
linkedin/rest.li,c5cff52c364488d7d38f277b7b2f7f592d4cf27c
Qihoo360/Quicksql,d50089dd0cdc32b4a402d8fe589032decde35863
zeromq/jeromq,2905ceec083dbf8eab9be1075ae5c8567b4d0c85
in28minutes/JavaInterviewQuestionsAndAnswers,8aad83f4b6076fe86317517720a2b64723c4414d
binarywang/weixin-java-miniapp-demo,0ec9ed196ba0f03e61862f5932fa53650b2f5eda
MeteorDevelopment/meteor-client,b8d8f069f31ba26933195332644c5275f6367c1f
nathanmarz/storm-starter,917a4c5c171009af3b130d09339355f6310a2042
SpringForAll/spring-boot-starter-swagger,f8940cf1f5a53b9811c88cd76fde25ba94f759d6
hekailiang/squirrel,160f13b5de20b6154b2694cf08897b013b98e084
lealone/Lealone,8966c0d5612e5ebdced41e1168b17c0fdd95feb4
graphhopper/jsprit,2d4be9ba2f6bb7eb7f8f1418f73fe463463fb286
selenide/selenide,9f31169cd4877704da8152ab8f0881551b3cac32
iMeiji/Toutiao,e8be6039b09d008a8f06eb7a9a9388354ab0bd48
ulisesbocchio/jasypt-spring-boot,fc0ef8f1e77edfef4ee6494524d348e7aafbe39c
bezkoder/spring-boot-spring-security-jwt-authentication,5985ea80ec106e226a014bcb89b47c3415c42921
apache/activemq-artemis,7a55b1d613626e91e7859ba32ed8ba5f8b999c18
camunda/zeebe,a6803100c462387705716cfa1c90f17cd8fc6703
sqmax/springboot-project,cf9f75f89329fcca0a8fa3e347dea867ec3141b9
portfolio-performance/portfolio,a52b81120df7b8c877bd5ccd084ae20136a5436c
thombergs/buckpal,dc819c66640be4f42100a622b9e97b1e82ad75a7
chaychan/TouTiao,83c5e9029f0c46f019f5c0f351e76213808c785c
spring-cloud/spring-cloud-openfeign,8222ce4bbbda1170879437ac1dc6d80ac9ac5cd5
yidao620c/SpringBootBucket,1c1caeacc84fcb4b67eaf066ddab13b5486dc7f8
jeasonlzy/NineGridView,e157462b9f472c14b8103cff6d08a044dde56972
Netflix/archaius,bb7374f91de2f4a1347daa28304203c975003fbc
lcodecorex/TwinklingRefreshLayout,e3091242898af87ddc6e7452576ab99e94a81ef1
alexa/alexa-skills-kit-sdk-for-java,95acad23fa38c551d3f43eeffe64bb23ac08499d
pinterest/secor,7b9211762aa12f7ad48b66447dec8ac1afa09fac
diffplug/spotless,00432b0fe2ee2dfc714ca40e1769601448793444
ninjaframework/ninja,e5f1945f5861850196f88423020e82f7e43224f9
xwjie/PLMCodeTemplate,85b7d7443e9604b969c9f1671919bdc1cb427abd
jenkinsci/gitlab-plugin,47484bc52fd5714222a05a4855e202eb6a8f503c
caoxinyu/RedisClient,0f72f3de3c4790066d5d06f5049a3622861118da
threedr3am/learnjavabug,b5e8427aea7b7d370953c452280ade27394a14ca
apache/ranger,e23d09f49f7188b8333032445a6e7e292722eaad
LuckyZXL2016/Movie_Recommend,ec1b3ca029ce8d52f0903615773abfc18ec970b1
darbyluv2code/spring-and-hibernate-for-beginners,b75fecde89778a38d21320690dfa3cf0ed2da3e6
Teevity/ice,608e096ca40c3fd2fca079e00b7f3286871b020e
moshowgame/spring-cloud-study,80e1896aae081e6f99aad01a4dbd0d10302ab547
hncboy/ai-beehive,a87a815b14e82bc68c9e682b2438a728105e21a7
wuyinxian124/nettybook2,79c909d3dda74a755c6e8e807e682f1981013ddc
tywo45/t-io,ac2f1ddf7d1b46d409975b5c0a3976a81a8c141f
nico2sh/materialish-progress,f82831e11c81a4385cdd5bf4ced93e5ecd93550d
Jackson0714/PassJava-Platform,a7ce345b4ea8c5efb8d31e412428ca23d939d96d
gothinkster/spring-boot-realworld-example-app,ee17e31aafe733d98c4853c8b9a74d7f2f6c924a
AhmadElsagheer/Competitive-programming-library,53e2e20a991748c5e5bfe105fe3ee16281b4fe31
WeBankFinTech/DataSphereStudio,86944b344b3bb991e84bd0fcab7153ab9846fced
JavaCourse00/JavaCourseCodes,e84d39fef2dc2ad63a0f17790027be1d1558dc08
mxn21/FlowingDrawer,5a8112c530fee29510bf927fe966635c34c0ab1b
indy256/codelibrary,e952b16d9f9b58b4dd7a2a30f39716cef4f90d02
hyperledger/fabric-sdk-java,9405c4d50f0306f7347a6e03a43b807bdba2c4b6
alibaba/taokeeper,a8a0ccb147036830ac7463efd52c6fddb1d44794
JoanZapata/base-adapter-helper,e9d2cf841dc8846264a2ef083a17336ce7281079
murraco/spring-boot-jwt,cf2ebed0cd21bab16c21d28b7ca602b1a05fe025
redhat-scholars/istio-tutorial,77ef704893cc6b340cda2b15c191b890273be2ad
apache/incubator-hugegraph,30ef2f7c6b7d55de65200f8222b52f12cbe82853
spinnaker/kayenta,0a1502c7e4b7230aca1e9e919e851ee1449feb45
piomin/sample-spring-microservices-new,eb5569b80bd0b77878a531978f52799652ed87da
spring-guides/tut-spring-boot-oauth2,c6f47f0f952732f2379a87a7dd7f0917dd6c51a1
rhwayfun/spring-boot-learning-examples,d9bfbf93b32ef0221175c802a1a0a779212aaa1f
mybatis/jpetstore-6,f8ddf27954dc5645f7a6a31b20bd5ab84bb4fb9f
in28minutes/MockitoTutorialForBeginners,04ad1f28cfc7f672b1d697249dfaa074b2efdd88
primefaces/primefaces,2e6130d3e005805286f11aa6c4f2d345b0f49f5d
mxdldev/spring-cloud-flycloud,d5507da91c146661ffdd395d3d15d25ad351a5a2
thymeleaf/thymeleaf,4781ca8e94645f9bf6d7ca6ba2f1c1c83615fc30
jenly1314/ZXingLite,7eb05430850e5dc83b06438d78729723686bc077
liweiwei1419/LeetCode-Solutions-in-Good-Style,acc8661338cc7c1ae067915fb16079a9e3e66847
exadel-inc/CompreFace,4d826e53bdbe82c2a2ed2229aa27785cdf732247
line/line-bot-sdk-java,38eb72354d5c14e58f050bca9c7994e3ce0b16c6
bjmashibing/JUC,5bd8698269f3880a0734057465efdce86595ddb8
javadevjournal/javadevjournal,7be725feac7eb495a46b898bc92e5b29273c5f75
yueyi2019/online-taxi,d8038f8127b268954aae76d61da67c26f9617732
piomin/sample-spring-microservices,b3f6ea40869cff403039e70b25f049193b8946a0
json-iterator/java,6925cf4c19d313504b416f58a349a36bf563e0e1
careermonk/data-structures-and-algorithms-made-easy-in-java,84fd1217ee2f0c83df2cd80091211eede58f2304
AdoptOpenJDK/jitwatch,afd1dc9717df101f78e9240cab77d6c4e93490cd
flyingsaucerproject/flyingsaucer,7303a7080064c3888c7a1d9588e23871d8f66dcc
nanchen2251/CompressHelper,2bd08bb59a1c98de1f150eac81b246feb14cc523
SlimeKnights/TinkersConstruct,09626c7f3f379ebe68e37312395af07b8c16e475
Swati4star/Images-to-PDF,f4f1fc2efb992fb98558c06997d561b59385bc22
DozerMapper/dozer,cae0383555ddfcb397450f9e72b7fe36a777d730
Piasy/BigImageViewer,067f8eb86ee522190ab473f36a1b0de11c21a663
pentaho/mondrian,11895ec57d4e18f45e2b9b9958d7ecb380cc9330
fengjiachun/Jupiter,6bffde84535bc32cb676a99e3b8d7c3e14894747
logisim-evolution/logisim-evolution,284c30b262b7afe0f2a14e343b598ad98323c2d1
HotswapProjects/HotswapAgent,e8f47f144724188853d52d79162174e1f93f9043
drewnoakes/metadata-extractor,858ea4abf028477515cd76f802fee8ea481f5030
SmartBear/soapui,37169dbf56251e086b0432399172f24cd9dd74ad
mercyblitz/geekbang-lessons,77e802ac85dc926e581e037964398c15e58e4845
hellokaton/30-seconds-of-java8,1af5d4dee567f00e662cb9b74abc16067312e338
mitre/HTTP-Proxy-Servlet,b953eeb0842fcadc6a584014611b7b0782f145f8
awslabs/aws-serverless-java-container,48885ed4edd6434e27dc2f53cbbdd12a6c108828
jimmysuncpt/Algorithms,c3efb947ba883e7b62937c8106bb03b9539a364c
spring-projects/spring-retry,f168eff41229913a39bb189db328bce83c83061c
sannies/mp4parser,ff137905f8f7334c3013fa5fa461a438de49c7e1
apache/guacamole-client,e75c79f57c642c36c2cff06bacd42aaee7af01f0
tdebatty/java-string-similarity,93240df9aab3ecea98b869c9536aa7ebc555b281
monkeyWie/proxyee,cddd02ad0d5a00fb152a8839f7356c1b17d62ff4
864381832/xJavaFxTool,104bb52fabd6a34c3e5fe7fe4f28be5d88e54040
zlt2000/microservices-platform,da821d6b598fb82d901fc67861cf902b3e60389c
jmxtrans/jmxtrans,a826aa34885fd6bf600cfbe359f3bf4937c072f3
morenoh149/react-native-contacts,ac352f324c4bc9133804a958d6bd810717e48363
jindrapetrik/jpexs-decompiler,3aa138d8c11ef219ca1d8b46a44be5260d4fa3b9
JMCuixy/swagger2word,0da571201671956ea0a3593d2eef529c8bfab139
apache/eventmesh,73af459c4d08a951a7ec49ce072495c8433e2936
bastillion-io/Bastillion,a52e25febf8cdb1ac232ae2b6cb1dfad1bd026bb
SonarSource/sonar-java,cb676af4f8da97d228e33c422758da0dc2a29cc1
mybatis-book/book,4976b388359d04b98c0129035f137d7193c204bf
springdoc/springdoc-openapi,d4f99ac9036a00ade542c3ebb1ce7780a171d7d8
xuruoxuan/kkkajs,fd63917a1291117738d642ab21c8dc94eed2178e
OpenHFT/Chronicle-Map,67725dd063eb67e818036a8099c178df777ad2de
gf-huanchupk/SpringBootLearning,30edc0ee4eac7f955e079d2b6489eb4396ff91ab
Baidu-AIP/speech-demo,3f45e1718c770faa9d1fb1575f2fe68450ae9782
menacher/java-game-server,235a2970a095c787b8f2771cdfd1ca25a8e85512
RudeCrab/rude-java,c8e2fc7a4f4c8deb230f88e3e0648d1159ea55c0
Snoopy1866/LiTiaotiao-Custom-Rules,27320e66e455cd7317afe59af31a8978d2c4e66d
spring-cloud/spring-cloud-stream-samples,1bba62ddf577207e3dbf1f2b5ef11d031dc02cb5
spring-projects/spring-statemachine,6bddecd3f282cc6caad0feb9bce362883f3b2a4f
tobato/FastDFS_Client,d866cd05e2930751c475cce8de6d109d532a0d93
centic9/jgit-cookbook,e53eb477ce71805993e1612796c056e991feb66e
luoye663/e5,f8f498bf32e7d0ce8044ef80bb59ba04c97128f8
rabbitmq/rabbitmq-java-client,81b629d3c2685ddfc50d5f5c8fe2f818077dd307
StarRocks/starrocks,62645252646c7e75e34a6e51f9365bac49322df0
callicoder/spring-boot-websocket-chat-demo,2b708ddf1074192f5db056895cb1e3c055a546a9
casbin/jcasbin,7297b01949b6a1eea11c76ce25348ab9ee109898
Mojang/brigadier,f20bede62a516a11a468d27d3f1adde2085762bc
Aspsine/SwipeToLoadLayout,1cb80a698917b4b78fcb9a0a02b791703edee460
williamfiset/DEPRECATED-data-structures,4a5dbdec67ee80feadf7feb4f70ac9f297e7b2ba
linkedin/kafka-monitor,043db6419d1638ea9f8f0b8262950fba576c2806
Netflix/curator,7fa8c085f45977be1db980731f4faf580925db08
Jude95/EasyRecyclerView,173ef7c5d053c8d82ca2f805cacccc3e2b6827d8
megagao/production_ssm,4288d53bd35757b27f2d070057aefb2c07bdd097
YeautyYE/netty-websocket-spring-boot-starter,db29b043e69e2837a4eacdacec552a809ac2d689
hyperledger/besu,10b956f75fb028a74e7289a1023f52d44477c30b
hub4j/github-api,36ed23e63f59cd52640f953b09250aec6ce34334
guoguibing/librec,296082c072ce7d973ebfccde793e59062d8a3add
dropbox/hackpad,da0b3dbc3525cd3094c52975d11817ab30087ac9
daimajia/AnimeTaste,a63d3df7c4bbe8ae6d82c576e5303eb9940bc35a
yangchong211/YCVideoPlayer,9d59f95353f81dae9912f0141c00f7944fad944c
NiceSeason/gulimall-learning,cb9daba842f5884312578a6e41db9f61ab7193af
dcm4che/dcm4che,7dcd66784a24dcea4c8542b4ca0ba4fcf7025e63
henryyan/activiti-in-action-codes,6c5bf7dcf0055d09b1e21e5bb5706ceb14d47031
SonicCloudOrg/sonic-agent,a002cc3f57840031618b7ee78e3b44646a7734f1
eishay/jvm-serializers,269fa2782b346d120b1fc5ea86b7326c45ccdcb2
claritylab/lucida,3256bfa84be24eda7c988b1e61ed4cee0663410d
apache/incubator-paimon,b76e76e9abe6a011268525d93bfd2305b328b8c1
88250/symphony,d604a3a363101e5f0073ac2370d9cce9ff867971
lenve/javaboy-code-samples,5e7af1d93a4acc6c50c2ca5ec1e80ee9da42d057
AnyListen/tools-ocr,f6cfa134fab9e8cd1cac65a0b13974704d65f844
Nightonke/WoWoViewPager,b7caf7dfe53f34811106bbfbe103849ad8885484
rieckpil/blog-tutorials,4c87c53401580f68a978896fc489c4e1f5f66160
apache/incubator-kie-optaplanner,4d75ef4d040448ad749047f65a33a377baa16c64
wupeixuan/JDKSourceCode1.8,4113331d8c1d6d2d0bc7f1e04e452e541eb840b3
remkop/picocli,6dfd688da3001d5dd865f42288e58dfe32b82765
rubensousa/PreviewSeekBar,cfd1adebf10d44d3c8efa66649850328c98fc02e
synthetichealth/synthea,6192ed703d8517e7bfab801d9fbee622ec4e8161
cmusphinx/sphinx4,8707586053de5c49ba0d698f949ba7e6b6c987ee
GoogleLLP/SuperMarket,96211d64e766c1e3c453b8bfaf7a51557a398e61
RoaringBitmap/RoaringBitmap,19acf34cc5871da9202240f56af4688b53b781aa
awsdocs/aws-doc-sdk-examples,94e75e449ea18d561249c4ad16cfab0a1d247682
opennetworkinglab/onos,dd5172e5a6e1ba5c7e17e2f497aa8c27a1ed33e9
shuleisanshi/myblog,f337b7bded4bdc343227a467873e5cfdafac39c4
ctripcorp/x-pipe,f6b2d7919926d679949a4f905eddbd9a128cdc64
camunda-consulting/camunda-7-code-examples,d48a49bbe2679656a615f0fca5bf744b46baedcd
opensourceBIM/BIMserver,648d86bc4b4be7cb9db53294cd62d65a42b55917
yacy/yacy_search_server,095a444aa71772dc5d2ad170a7975daf99fcbf57
xujeff/tianti,d71add6234ba169c986f95516897a8aec343e436
sonatype/nexus-public,80bb7e050b0c96dec9fdc91e4b54e5288a517a33
apache/tinkerpop,70b7b0d8be497498d19c429b607c60685f2322b1
apache/camel,7ca9cf1e9ac1d3fd0244bb46f5d84c48543078fa
deeplearning4j/deeplearning4j-examples,051c59bd06b38ed39ca92f5940a6ca43b0f34c0f
apache/doris,4ce5213b1cfd3b53a074a2ff3087f902f3cae846
itwanger/toBeBetterJavaer,326a2ee0a56032ae282a1f41a98ee0f7b52812e0
pinguo-zhouwei/MZBannerView,1d18c51898df70f67dc7f510ae1e68069a83fa32
infinispan/infinispan,207c9ae635e2a18041a0072b09edbbeed6f614bc
playframework/play1,586609bc6e5a931757b68c44d307e73eb7137142
scouter-project/scouter,1b54b1810a5208c47bff0b7ab755e58785df06b3
siaorg/sia-task,f0bb2c4fd40b752bbd571e17232db7c24ad041c4
uncle-novel/uncle-novel,559cdf98bbdcd944e6dedb2de22c15c2f8c0065a
magefree/mage,82ef38a4a3e6c5eb657275099651ede153eb61db
apache/sedona,7d948bf5fda9b27cd5f0a358e418636ecb865b47
sakaiproject/sakai,4a8ff153fee786e2993d5412f5e48664fdc02663
ysc/word,daa57fa34645e39c6e0214d1f4698134963b65be
JetBrains/intellij-plugins,58424ad7bb5db4316b3b7a8d1054d233ab30247f
youlaitech/youlai-mall,7e10cc92b4da20c5040e9114f0b24380e130b4e8
OWASP-Benchmark/BenchmarkJava,ab3bd34d6b09b38d61311e03c9c2755c2135169b
apache/jena,ac5c1e6188aa586ad106f8c83af18eee1b19b52d
apache/pinot,873992f93d350ded958e20856ae455da89f990be
vaadin/framework,a1bdf764124eb29f75abfe859a24704f03f4c4bf
wso2/product-apim,fa4423ede7ffc3e0964fe1a667f790bede2fce58
kangjianwei/LearningJDK,2fc714adefcfb58e60e72dc1da21d30ff67cd1e9
apache/poi,42651f6eda8a6c38149ae963447f770441e06ea4
flyway/flyway,ec476a790d7eeb3819a745cc1fc0b297d6fe9c07
apache/tika,572d00ac259f01be9d64ef9c52dd2746bf2b74ce
geoserver/geoserver,df3ae4a657634132b2c3376f9a9e39f50d3c4f66
line/armeria,9568d56862dedc00c6795248adbdedcecee6056d
aosp-mirror/platform_frameworks_support,a9ac247af2afd4115c3eb6d16c05bc92737d6305
mercyblitz/segmentfault-lessons,c67450acb62a086b7c1276c7f66ab7698427f9d9
bisq-network/bisq,154bb7a7ed3d459dfdae00f5eb7d73310b73f9d6
TencentCloud/TIMSDK,09297ed72aa2cd529610c3d5115e8d8f6c8fc6ca
liferay/liferay-plugins,7f30e96055826fc7971f3f6a424f75fbed1cd3b3
mahmoudparsian/data-algorithms-book,7d38f463f507a6b58da9751cf17d9970bec5e083
broadinstitute/gatk,7058e0c57d55ff52de549a230cbb6a8e838b8246
geotools/geotools,07622e2a5e74d5b43f4769a412abfa20488a984b
rstudio/rstudio,dbe70e7c6f6da18f2268d50e44c4e8002ba328ea
jMonkeyEngine/jmonkeyengine,68c4271c977e43c2ba000bab7d81dedc645e0324
dragonwell-project/dragonwell8,e0003979e233a5c036badfb5a7834e4b37e4f6cf
bjmashibing/InternetArchitect,f1b7054c19fffdfb70fce0f0cfa8e63547d047cc
DreamOfTheRedChamber/system-design-interviews,2cdff370f9f42a01ee146cee5c56989fd87ac9d4
pqpo/SmartCropper,d710fdff4bc97b079d54c017b5345e17c33fc992
Mr-xn/RedTeam_BlueTeam_HW,fdba89a28682c05007bec4b83d383c63d709a239
apache/netbeans,2cb4326d3cdb9e3171eb2875d888cafe45a02370
VoltDB/voltdb,e88df04517dff5606272d883d88eacbfa164a8e4
hapifhir/hapi-fhir,743e2c178b2a7f6212e537270114d4428b7a9558
mit-cml/appinventor-sources,2811813737cd34a8eadedc826ba4a02545b7d9f8
h2oai/h2o-2,be350f3f2c2fb6f135cc07c41f83fd0e4f521ac1
googleapis/google-cloud-java,76f64f3d20b8f13c7963749b5430a739564fef9c
alldatacenter/alldata,9420efd84abf03280b59226437a92c63f24e28b0
Azure/azure-sdk-for-java,0e0e6f4317a77bfa3ada1cf6038c452bf195109b
kekingcn/kkFileView,02c64977cba7822e729223484d8be1c863cc9c47
adempiere/adempiere,018a6bd48687423fd4f62d4ead917344e529d3b8
sleuthkit/autopsy,1b2536d0d4a3fbf1977068cce4ddd64864268db8
mymmsc/books,588cbb0925dc7e19eaf1da5364706b9bffa6a397
CoderLeixiaoshuai/java-eight-part,77620444e663d2bd54fc2286678162f473478d35
hellokaton/30-seconds-of-java8,1af5d4dee567f00e662cb9b74abc16067312e338
unofficial-openjdk/openjdk,c4ee9a8f4e71e1a89c69af09b87ee20b6e55b842
purplecabbage/phonegap-plugins,319dfb7297002040ec7ab98896e68d05c7fd8180
phodal/migration,772edc8aa357311626d2076cb86b3a30d0f024b9
widdix/aws-cf-templates,9fd130c6d5027624481b1509f43c9bda794a520c
sublimehq/Packages,92b4c0bdafaa859621539602a0952b8edcc591c0
MoRan1607/BigDataGuide,7458a19b5b8d1579b2fd59fc49254130228b01d4
NotFound9/interviewGuide,2d117250c7df32ce37fd8f635c37bd221310531d
itwanger/toBeBetterJavaer,326a2ee0a56032ae282a1f41a98ee0f7b52812e0
Mr-xn/RedTeam_BlueTeam_HW,fdba89a28682c05007bec4b83d383c63d709a239
